input/train_v2/000194a2d.jpg,67,378,84,386,ship
input/train_v2/000194a2d.jpg,258,175,305,185,ship
input/train_v2/000194a2d.jpg,72,387,78,387,ship
input/train_v2/000532683.jpg,597,461,603,474,ship
input/train_v2/001ed8b9b.jpg,8,184,337,276,ship
input/train_v2/001eda01f.jpg,479,546,491,554,ship
input/train_v2/003520305.jpg,677,501,720,512,ship
input/train_v2/003520305.jpg,1,554,67,576,ship
input/train_v2/003520305.jpg,502,549,563,569,ship
input/train_v2/003520305.jpg,110,148,193,176,ship
input/train_v2/0038cbe45.jpg,283,622,312,639,ship
input/train_v2/003e2c95d.jpg,217,330,277,349,ship
input/train_v2/0041d7084.jpg,116,141,123,152,ship
input/train_v2/0041d7084.jpg,159,1,165,11,ship
input/train_v2/004bc7ae6.jpg,7,708,12,722,ship
input/train_v2/004e94ecb.jpg,43,487,121,508,ship
input/train_v2/0056d301c.jpg,348,362,361,367,ship
input/train_v2/0056fbc62.jpg,493,47,509,53,ship
input/train_v2/00578738f.jpg,32,602,50,613,ship
input/train_v2/00610229c.jpg,426,222,437,228,ship
input/train_v2/0062ad143.jpg,348,618,361,623,ship
input/train_v2/00640a1af.jpg,439,655,505,677,ship
input/train_v2/0064956d4.jpg,411,744,429,748,ship
input/train_v2/0068b3804.jpg,306,327,395,354,ship
input/train_v2/007b25c03.jpg,114,187,128,192,ship
input/train_v2/008d2170e.jpg,670,13,684,58,ship
input/train_v2/00975abe1.jpg,445,699,528,727,ship
input/train_v2/0098652ab.jpg,199,467,231,476,ship
input/train_v2/00aa8bc42.jpg,444,62,470,141,ship
input/train_v2/00aa8bc42.jpg,465,57,481,118,ship
input/train_v2/00b0fa633.jpg,302,358,332,425,ship
input/train_v2/00b21150c.jpg,504,646,767,712,ship
input/train_v2/00c2c8539.jpg,527,304,545,311,ship
input/train_v2/00c3aee3d.jpg,147,100,151,112,ship
input/train_v2/00c4a90d2.jpg,551,548,584,558,ship
input/train_v2/00c996565.jpg,194,613,203,622,ship
input/train_v2/00d0a646b.jpg,549,28,767,98,ship
input/train_v2/00ea572a2.jpg,284,709,288,713,ship
input/train_v2/00ee04562.jpg,112,10,195,31,ship
input/train_v2/00f34434e.jpg,574,591,583,595,ship
input/train_v2/01000f132.jpg,209,577,365,606,ship
input/train_v2/010396a0e.jpg,307,255,363,279,ship
input/train_v2/010b1e6aa.jpg,304,609,368,629,ship
input/train_v2/010cbbfa0.jpg,698,475,702,494,ship
input/train_v2/0114cb925.jpg,531,327,536,337,ship
input/train_v2/0123b84ee.jpg,333,518,394,540,ship
input/train_v2/0123b84ee.jpg,144,627,213,640,ship
input/train_v2/012635ffd.jpg,556,486,657,512,ship
input/train_v2/013fb4633.jpg,613,488,658,629,ship
input/train_v2/0140787ec.jpg,415,628,531,684,ship
input/train_v2/0140787ec.jpg,546,638,627,672,ship
input/train_v2/0140787ec.jpg,546,667,645,700,ship
input/train_v2/014624873.jpg,476,155,489,163,ship
input/train_v2/014c906b1.jpg,538,389,615,408,ship
input/train_v2/014c906b1.jpg,369,96,457,121,ship
input/train_v2/0150b2c24.jpg,21,41,27,45,ship
input/train_v2/0152f58b6.jpg,404,27,415,34,ship
input/train_v2/015369fd9.jpg,268,136,380,170,ship
input/train_v2/01541263e.jpg,652,150,654,154,ship
input/train_v2/01589db09.jpg,260,19,301,175,ship
input/train_v2/015b4aaf1.jpg,413,589,565,639,ship
input/train_v2/015d9f6b2.jpg,304,353,368,373,ship
input/train_v2/015e56b00.jpg,354,24,368,30,ship
input/train_v2/016dcd260.jpg,658,161,767,187,ship
input/train_v2/016ec07ac.jpg,197,682,219,686,ship
input/train_v2/0172ba95b.jpg,58,708,68,731,ship
input/train_v2/0177df615.jpg,706,613,715,622,ship
input/train_v2/017a3a722.jpg,468,382,523,558,ship
input/train_v2/017a3a722.jpg,404,189,410,203,ship
input/train_v2/017a3a722.jpg,397,189,404,204,ship
input/train_v2/017b8be5a.jpg,637,304,655,329,ship
input/train_v2/017d242a2.jpg,366,525,374,530,ship
input/train_v2/018054283.jpg,49,452,71,530,ship
input/train_v2/018054283.jpg,20,460,66,625,ship
input/train_v2/01873dc60.jpg,489,683,503,690,ship
